"id","Protein","Pathway","Metabolism"
"K08246","Cycloeucalenol cycloisomerase","Steroid biosynthesis","Lipid metabolism"
"K08256","Phosphatidyl-myo-inositol alpha-mannosyltransferase","Lipoarabinomannan (LAM) biosynthesis","Glycan biosynthesis and metabolism"
"K08260","Adenosylcobinamide hydrolase","Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins"
"K08261","D-sorbitol dehydrogenase (acceptor)","Fructose and mannose metabolism","Carbohydrate metabolism"
"K08264","Heterodisulfide reductase subunit D","Methane metabolism","Energy metabolism"
"K08265","Heterodisulfide reductase subunit E","Methane metabolism","Energy metabolism"
"K08281","Nicotinamidase/pyrazinamidase","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K08289","Phosphoribosylglycinamide formyltransferase 2","Purine metabolism","Nucleotide metabolism"
"K08302","Tagatose 1,6-diphosphate aldolase GatY/KbaY","Galactose metabolism","Carbohydrate metabolism"
"K08310","Dihydroneopterin triphosphate diphosphatase","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K08318","4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase","Butanoate metabolism","Carbohydrate metabolism"
"K08322","L-gulonate 5-dehydrogenase","Pentose and glucuronate interconversions","Carbohydrate metabolism"
"K08323","Mannonate dehydratase","Pentose and glucuronate interconversions","Carbohydrate metabolism"
"K08324","Succinate-semialdehyde dehydrogenase","Butanoate metabolism","Carbohydrate metabolism"
"K08325","NADP-dependent alcohol dehydrogenase","Propanoate metabolism","Carbohydrate metabolism"
"K08351","Biotin/methionine sulfoxide reductase","Biotin metabolism","Metabolism of cofactors and vitamins"
"K08352","Thiosulfate reductase / polysulfide reductase chain A","Sulfur metabolism","Energy metabolism"
"K08353","Thiosulfate reductase electron transport protein","Sulfur metabolism","Energy metabolism"
"K08354","Thiosulfate reductase cytochrome b subunit","Sulfur metabolism","Energy metabolism"
"K08357","Tetrathionate reductase subunit A","Sulfur metabolism","Energy metabolism"
"K08358","Tetrathionate reductase subunit B","Sulfur metabolism","Energy metabolism"
"K08359","Tetrathionate reductase subunit C","Sulfur metabolism","Energy metabolism"
"K08591","Acyl phosphate:glycerol-3-phosphate acyltransferase","Glycerolipid metabolism","Lipid metabolism"
"K08678","UDP-glucuronate decarboxylase","Amino sugar and nucleotide sugar metabolism","Carbohydrate metabolism"
"K08679","UDP-glucuronate 4-epimerase","Ascorbate and aldarate metabolism","Carbohydrate metabolism"
"K08680","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism of cofactors and vitamins"
"K08685","Quinohemoprotein amine dehydrogenase","Methane metabolism","Energy metabolism"
"K08687","N-carbamoylsarcosine amidase","Arginine and proline metabolism","Amino acid metabolism"
"K08688","Creatinase","Glycine, serine and threonine metabolism","Amino acid metabolism"
"K08689","Biphenyl 2,3-dioxygenase subunit alpha","Dioxin degradation","Xenobiotics biodegradation and metabolism"
"K08690","Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase","Dioxin degradation","Xenobiotics biodegradation and metabolism"
"K08691","Malyl-CoA/(S)-citramalyl-CoA lyase","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K08692","Malate-CoA ligase subunit alpha","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K08710","N-isopropylammelide isopropylaminohydrolase","Atrazine degradation","Xenobiotics biodegradation and metabolism"
"K08744","Cardiolipin synthase (CMP-forming)","Glycerophospholipid metabolism","Lipid metabolism"
"K08764","Sterol carrier protein 2","Primary bile acid biosynthesis","Lipid metabolism"
"K08963","Methylthioribose-1-phosphate isomerase","Cysteine and methionine metabolism","Amino acid metabolism"
"K08964","Methylthioribulose-1-phosphate dehydratase","Cysteine and methionine metabolism","Amino acid metabolism"
"K08965","2,3-diketo-5-methylthiopentyl-1-phosphate enolase","Cysteine and methionine metabolism","Amino acid metabolism"
"K08966","2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase","Cysteine and methionine metabolism","Amino acid metabolism"
"K08967","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase","Cysteine and methionine metabolism","Amino acid metabolism"
"K08969","L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase","Cysteine and methionine metabolism","Amino acid metabolism"
"K09007","GTP cyclohydrolase IB","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K09011","(R)-citramalate synthase","C5-Branched dibasic acid metabolism","Carbohydrate metabolism"
"K09019","3-hydroxypropanoate dehydrogenase","Pyrimidine metabolism","Nucleotide metabolism"
"K09020","Ureidoacrylate peracid hydrolase","Pyrimidine metabolism","Nucleotide metabolism"
"K09021","Aminoacrylate peracid reductase","Pyrimidine metabolism","Nucleotide metabolism"
"K09023","Aminoacrylate hydrolase","Pyrimidine metabolism","Nucleotide metabolism"
"K09065","N-acetylornithine carbamoyltransferase","Arginine biosynthesis","Amino acid metabolism"
"K09251","Putrescine aminotransferase","Lysine degradation","Amino acid metabolism"
"K09457","7-cyano-7-deazaguanine reductase","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K09458","3-oxoacyl-[acyl-carrier-protein] synthase II","Fatty acid biosynthesis","Lipid metabolism"
"K09459","Phosphonopyruvate decarboxylase","Phosphonate and phosphinate metabolism","Metabolism of other amino acids"
"K09470","Gamma-glutamylputrescine synthase","Arginine and proline metabolism","Amino acid metabolism"
"K09471","Gamma-glutamylputrescine oxidase","Arginine and proline metabolism","Amino acid metabolism"
"K09472","4-(gamma-glutamylamino)butanal dehydrogenase","Arginine and proline metabolism","Amino acid metabolism"
"K09473","Gamma-glutamyl-gamma-aminobutyrate hydrolase","Arginine and proline metabolism","Amino acid metabolism"
"K09474","Acid phosphatase (class A)","Riboflavin metabolism","Metabolism of cofactors and vitamins"
"K09478","Short-chain 2-methylacyl-CoA dehydrogenase","Fatty acid degradation","Lipid metabolism"
"K09482","Glutamyl-tRNA(Gln) amidotransferase subunit D","Aminoacyl-tRNA biosynthesis","Translation"
"K09483","3-dehydroshikimate dehydratase","Biosynthesis of siderophore group nonribosomal peptides","Metabolism of terpenoids and polyketides"
"K09673","Carbohydrate 4-sulfotransferase 9","Various types of N-glycan biosynthesis","Glycan biosynthesis and metabolism"
"K09680","Type II pantothenate kinase","Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins"
"K09698","Nondiscriminating glutamyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis","Translation"
"K09699","2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)","Propanoate metabolism","Carbohydrate metabolism"
"K09709","3-methylfumaryl-CoA hydratase","Carbon fixation pathways in prokaryotes","Energy metabolism"
"K09722","4-phosphopantoate---beta-alanine ligase","beta-Alanine metabolism","Metabolism of other amino acids"
"K09733","(5-formylfuran-3-yl)methyl phosphate synthase","Methane metabolism","Energy metabolism"
"K09758","Aspartate 4-decarboxylase","Alanine, aspartate and glutamate metabolism","Amino acid metabolism"
"K09778","Kdo2-lipid IVA 3' secondary acyltransferase","Lipopolysaccharide biosynthesis","Glycan biosynthesis and metabolism"
"K09788","2-methylaconitate isomerase","Propanoate metabolism","Carbohydrate metabolism"
"K09789","Pimeloyl-[acyl-carrier protein] methyl ester esterase","Biotin metabolism","Metabolism of cofactors and vitamins"
"K09828","Delta24-sterol reductase","Steroid biosynthesis","Lipid metabolism"
"K09829","C-8 sterol isomerase","Steroid biosynthesis","Lipid metabolism"
"K09833","Homogentisate phytyltransferase / homogentisate geranylgeranyltransferase","Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism of cofactors and vitamins"
"K09834","Tocopherol cyclase","Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism of cofactors and vitamins"
"K09835","Prolycopene isomerase","Carotenoid biosynthesis","Metabolism of terpenoids and polyketides"
"K09844","Carotenoid 1,2-hydratase","Carotenoid biosynthesis","Metabolism of terpenoids and polyketides"
"K09845","1-hydroxycarotenoid 3,4-desaturase","Carotenoid biosynthesis","Metabolism of terpenoids and polyketides"
"K09846","Demethylspheroidene O-methyltransferase","Carotenoid biosynthesis","Metabolism of terpenoids and polyketides"
"K09847","Spheroidene monooxygenase","Carotenoid biosynthesis","Metabolism of terpenoids and polyketides"
"K09880","Enolase-phosphatase E1","Cysteine and methionine metabolism","Amino acid metabolism"
"K09882","Cobaltochelatase CobS","Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins"
"K09883","Cobaltochelatase CobT","Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins"
"K09953","Lipid A 3-O-deacylase","Lipopolysaccharide biosynthesis","Glycan biosynthesis and metabolism"
"K10011","UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating)","Amino sugar and nucleotide sugar metabolism","Carbohydrate metabolism"
"K10012","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Amino sugar and nucleotide sugar metabolism","Carbohydrate metabolism"
"K10026","7-carboxy-7-deazaguanine synthase","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K10027","Phytoene desaturase","Carotenoid biosynthesis","Metabolism of terpenoids and polyketides"
"K10150","Cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase","Sulfur metabolism","Energy metabolism"
"K10187","Germacradienol/geosmin synthase","Sesquiterpenoid and triterpenoid biosynthesis","Metabolism of terpenoids and polyketides"
"K10206","LL-diaminopimelate aminotransferase","Lysine biosynthesis","Amino acid metabolism"
"K10216","2-hydroxymuconate-semialdehyde hydrolase","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K10217","Aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase","Tryptophan metabolism","Amino acid metabolism"
"K10218","4-hydroxy-4-methyl-2-oxoglutarate aldolase","C5-Branched dibasic acid metabolism","Carbohydrate metabolism"
"K10219","2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase","Tyrosine metabolism","Amino acid metabolism"
"K10220","4-oxalmesaconate hydratase","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K10221","2-pyrone-4,6-dicarboxylate lactonase","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K10222","2,6-dioxo-6-phenylhexa-3-enoate hydrolase","Dioxin degradation","Xenobiotics biodegradation and metabolism"
"K10251","17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase","Fatty acid elongation","Lipid metabolism"
"K10535","Hydroxylamine dehydrogenase","Nitrogen metabolism","Energy metabolism"
"K10536","Agmatine deiminase","Arginine and proline metabolism","Amino acid metabolism"
"K10566","Phenylacetaldoxime dehydratase","Cyanoamino acid metabolism","Metabolism of other amino acids"
"K10616","P-cymene methyl-monooxygenase","Xylene degradation","Xenobiotics biodegradation and metabolism"
"K10617","P-cumic alcohol dehydrogenase","Xylene degradation","Xenobiotics biodegradation and metabolism"
"K10618","P-cumic aldehyde dehydrogenase","Xylene degradation","Xenobiotics biodegradation and metabolism"
"K10619","P-cumate 2,3-dioxygenase subunit alpha","Xylene degradation","Xenobiotics biodegradation and metabolism"
"K10620","2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase","Xylene degradation","Xenobiotics biodegradation and metabolism"
"K10621","2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K10622","HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K10623","HOMODA hydrolase","Xylene degradation","Xenobiotics biodegradation and metabolism"
"K10674","Ectoine hydroxylase","Glycine, serine and threonine metabolism","Amino acid metabolism"
"K10676","2,4-dichlorophenol 6-monooxygenase","Chlorocyclohexane and chlorobenzene degradation","Xenobiotics biodegradation and metabolism"
"K10700","Ethylbenzene hydroxylase subunit alpha","Ethylbenzene degradation","Xenobiotics biodegradation and metabolism"
"K10702","2-hydroxy-6-oxohepta-2,4-dienoate hydrolase","Xylene degradation","Xenobiotics biodegradation and metabolism"
"K10703","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase","Fatty acid elongation","Lipid metabolism"
"K10712","Cysteamine dioxygenase","Taurine and hypotaurine metabolism","Metabolism of other amino acids"
"K10713","5,6,7,8-tetrahydromethanopterin hydro-lyase","Methane metabolism","Energy metabolism"
"K10714","Methylene-tetrahydromethanopterin dehydrogenase","Methane metabolism","Energy metabolism"
"K10764","O-succinylhomoserine sulfhydrylase","Sulfur metabolism","Energy metabolism"
"K10774","Tyrosine ammonia-lyase","Tyrosine metabolism","Amino acid metabolism"
"K10775","Phenylalanine ammonia-lyase","Phenylalanine metabolism","Amino acid metabolism"
"K10780","Enoyl-[acyl-carrier protein] reductase III","Fatty acid biosynthesis","Lipid metabolism"
"K10793","D-proline reductase (dithiol) PrdA","Arginine and proline metabolism","Amino acid metabolism"
"K10794","D-proline reductase (dithiol) PrdB","Arginine and proline metabolism","Amino acid metabolism"
"K10797","2-enoate reductase","Phenylalanine metabolism","Amino acid metabolism"
"K10810","Thiazole tautomerase (transcriptional regulator TenI)","Thiamine metabolism","Metabolism of cofactors and vitamins"
"K10814","Hydrogen cyanide synthase HcnA","Cyanoamino acid metabolism","Metabolism of other amino acids"
"K10815","Hydrogen cyanide synthase HcnB","Cyanoamino acid metabolism","Metabolism of other amino acids"
"K10816","Hydrogen cyanide synthase HcnC","Cyanoamino acid metabolism","Metabolism of other amino acids"
"K10817","6-deoxyerythronolide-B synthase EryAI","Type I polyketide structures","Metabolism of terpenoids and polyketides"
"K10944","Methane/ammonia monooxygenase subunit A","Methane metabolism","Energy metabolism"
"K10945","Methane/ammonia monooxygenase subunit B","Methane metabolism","Energy metabolism"
"K10946","Methane/ammonia monooxygenase subunit C","Methane metabolism","Energy metabolism"
"K10960","Geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase","Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins"
"K10977","Methanogen homocitrate synthase","Pyruvate metabolism","Carbohydrate metabolism"
"K10978","Methanogen homoisocitrate dehydrogenase","Methane metabolism","Energy metabolism"
"K10984","Galactosamine PTS system EIIB component","Galactose metabolism","Carbohydrate metabolism"
"K10985","Galactosamine PTS system EIIC component","Galactose metabolism","Carbohydrate metabolism"
"K10986","Galactosamine PTS system EIID component","Galactose metabolism","Carbohydrate metabolism"
"K11153","Retinol dehydrogenase 12","Retinol metabolism","Metabolism of cofactors and vitamins"
"K11175","Phosphoribosylglycinamide formyltransferase 1","Purine metabolism","Nucleotide metabolism"
"K11177","Xanthine dehydrogenase YagR molybdenum-binding subunit","Purine metabolism","Nucleotide metabolism"
"K11178","Xanthine dehydrogenase YagS FAD-binding subunit","Purine metabolism","Nucleotide metabolism"
"K11180","Dissimilatory sulfite reductase alpha subunit","Sulfur metabolism","Energy metabolism"
"K11181","Dissimilatory sulfite reductase beta subunit","Sulfur metabolism","Energy metabolism"
"K11212","LPPG:FO 2-phospho-L-lactate transferase","Methane metabolism","Energy metabolism"
"K11214","Sedoheptulokinase","Carbon fixation in photosynthetic organisms","Energy metabolism"
"K11258","Acetolactate synthase II small subunit","Butanoate metabolism","Carbohydrate metabolism"
"K11260","4Fe-4S ferredoxin","Methane metabolism","Energy metabolism"
"K11261","Formylmethanofuran dehydrogenase subunit E","Methane metabolism","Energy metabolism"
"K11263","Acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein","Pyruvate metabolism","Carbohydrate metabolism"
"K11264","Methylmalonyl-CoA decarboxylase","Propanoate metabolism","Carbohydrate metabolism"
"K11311","Anthranilate 1,2-dioxygenase reductase component","Aminobenzoate degradation","Xenobiotics biodegradation and metabolism"
"K11358","Aspartate aminotransferase","Alanine, aspartate and glutamate metabolism","Amino acid metabolism"
"K11381","2-oxoisovalerate dehydrogenase E1 component","Propanoate metabolism","Carbohydrate metabolism"
"K11389","Glyceraldehyde-3-phosphate dehydrogenase (ferredoxin)","Glycolysis / Gluconeogenesis","Carbohydrate metabolism"
"K11395","2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase","Pentose phosphate pathway","Carbohydrate metabolism"
"K11410","Short-chain 2-methylacyl-CoA dehydrogenase","Valine, leucine and isoleucine degradation","Amino acid metabolism"
"K11415","NAD+-dependent protein deacetylase sirtuin 5","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K11440","Choline dehydrogenase","Glycine, serine and threonine metabolism","Amino acid metabolism"
"K11441","Dehydrogluconokinase","Pentose phosphate pathway","Carbohydrate metabolism"
"K11472","Glycolate oxidase FAD binding subunit","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K11473","Glycolate oxidase iron-sulfur subunit","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
